Sample	X	Y	Z	color
wt	-9.186607	2.6962828	1.3980183	black
wt	-9.055419	-1.3629536	1.0718179	black
wt	-9.048403	1.7474619	-1.3715802	black
wt	-9.054546	-1.2988164	1.484286	black
wt	-8.879848	-1.8132445	-2.6128807	black
ko	9.241002	0.8094072	0.1849252	red
ko	8.946011	1.5020554	-1.3916223	red
ko	9.030137	-0.1572514	-0.5328966	red
ko	9.008085	-1.6185903	-0.0248378	red
ko	8.999588	-0.5043511	1.7947702	red
