group	ID	Activated_CD4_T_cell	Activated_CD8_T_cell	Activated_dendritic_cell	CD56bright_natural_killer_cell	Central_memory_CD4_T_cell	Central_memory_CD8_T_cell	Effector_memeory_CD4_T_cell	Effector_memeory_CD8_T_cell	Natural_killer_cell	Natural_killer_T_cell	Type_1_T_helper_cell	Type_17_T_helper_cell	CD56dim_natural_killer_cell	Immature_dendritic_cell	Macrophage	MDSC	Neutrophil	Plasmacytoid_dendritic_cell	Regulatory_T_cell	Type_2_T_helper_cell	Activated_B_cell	Eosinophil	Gamma_delta_T_cell	Immature__B_cell	Mast_cell	Memory_B_cell	Monocyte	T_follicular_helper_cell
non	TCGA.22.4609.01	-0.233242518	-1.323972634	0.090979709	-1.056179278	-0.922272235	1.832007212	-0.109375424	1.141754311	0.180102355	-0.006895302	-0.198898006	-1.421184915	-0.786604469	-1.70235008	0.742478247	1.16305176	0.232046218	-0.195419284	0.738283942	0.560792217	0.232786342	1.078623734	0.999776033	-0.461453903	0.020661341	-0.129738633	-1.856845378	1.015528205
non	TCGA.22.5471.01	1.011516836	2	0.598793332	1.204118669	-1.341286841	0.095930351	-0.807770257	0.125370667	-0.735171212	1.282830317	0.515083743	-0.214196244	0.403674944	-0.42243168	-1.269177751	0.223400323	-2	-0.469069368	-0.689979847	0.38085393	-1.132822427	-1.457049966	0.7096238	-0.82243909	-1.75336073	0.825413345	-1.33656041	-1.149488175
non	TCGA.22.5472.01	-1.010468243	-1.104489158	-0.307954544	0.442596954	1.065690622	0.227190868	-0.273013077	0.565364753	0.156970668	-0.327017233	-0.959177154	0.452099442	-0.206670893	0.910733086	-0.121572682	-0.022980764	0.446799003	1.004072024	-0.144639673	0.074498163	-0.264862628	0.176252942	0.650359305	0.425796408	-0.299793563	-0.616225894	-0.025735952	0.140711989
non	TCGA.22.5474.01	0.197252341	1.147341029	0.518657575	-0.013735231	0.34536802	0.338623791	0.39055521	0.436084636	-1.256506909	0.448224496	-0.658315091	-0.757784971	-0.21731024	-0.059995445	0.179423383	0.790630213	-1.1982071	-0.195072709	0.729916642	-0.89835082	1.097377894	-1.421303942	-1.069194105	0.347170915	-1.620621404	0.057029926	1.153871724	0.207086206
non	TCGA.22.5478.01	-0.83939039	-0.0548887	-0.999484591	1.156883501	0.588525237	0.876048618	-1.082406729	-0.72017589	-0.404379173	-0.197349475	-0.747955303	1.25659152	-0.732475754	0.62412641	-0.536929311	0.061413411	0.667717616	0.62692546	0.249321606	-0.501840653	0.133613544	0.457907082	1.332085756	-0.113466168	-0.424846926	0.780858031	0.311320562	0.070914534
non	TCGA.22.5480.01	1.029563996	0.040190108	0.160794124	0.959476948	-2	-1.549824439	-0.144324544	1.445529796	0.365067571	0.729488407	1.109721716	-0.597537252	-0.566466003	-1.157091095	0.596283624	-0.379441068	-0.428672154	-1.896479886	-0.891238802	1.220295933	1.349946377	0.196431441	-1.810981619	1.69547104	-0.759039116	0.063175597	-0.363858139	-0.788653373
non	TCGA.22.5481.01	1.874350328	2	0.205076683	0.626736713	-0.741483068	-1.245860468	0.385202987	0.252222843	-0.283840585	-0.942170906	-2	-1.383670484	0.458783899	-2	0.49911908	-0.369902257	-2	-0.322198535	-1.602734056	0.171323613	2	2	-0.918492842	0.659225693	-2	1.329700891	0.621110497	1.948903846
non	TCGA.22.5482.01	0.17982866	-0.742805307	-1.502676587	0.943318761	1.001966261	0.814246498	0.705263651	-0.913012355	-1.990913393	1.789875897	0.122490721	0.415011663	0.794887748	1.724704402	-0.423023172	-0.910855947	-0.182215714	0.75309776	-0.777730725	0.649833195	0.096314796	-0.793225724	1.170664769	-1.422491319	-0.780135796	0.943494061	0.025892213	-1.248834359
non	TCGA.22.5483.01	0.998107104	-0.154710918	0.025609443	0.21207786	-0.091453383	-1.094254511	0.908171117	-1.403884263	-0.335611943	-0.309453683	-1.183018002	-0.196299863	-0.524254801	-0.69326942	-0.231859272	-0.418262425	-0.981425713	-0.966589511	1.181179799	1.806345739	-0.995876406	-1.002702218	1.188971114	-0.102428428	0.259887198	2	-0.539637435	0.385756651
non	TCGA.22.5485.01	-0.252860909	-0.44467632	-1.251320933	0.443752257	0.169804149	0.217661784	1.182336858	-1.612936904	-1.947035485	0.695022716	-1.474298207	-0.378482728	0.345538135	0.577210598	0.933963471	-0.891052595	0.049441816	0.924988947	0.459196737	1.278116662	0.202489383	-0.326636072	1.410768702	-0.14211684	-1.157815908	1.038566584	0.294553222	1.612237442
non	TCGA.22.5489.01	0.935359035	-0.857748216	0.475285274	-0.691143006	-2	0.788993917	-1.103645465	0.332912996	-0.031973981	2	2	-1.591492155	-0.866327053	-1.793414446	-0.087380854	0.804366827	-0.694831574	-0.925668633	0.907955114	0.546198506	2	-0.939211957	-1.898132322	1.063319964	-1.166528611	-0.436439161	-1.120784141	-0.471258391
non	TCGA.22.5491.01	0.817836642	0.833411211	-0.652570775	1.677139092	-0.289998851	0.632612704	0.285444801	-0.361644182	-2	-1.303586316	-0.066181525	1.519994802	0.653566817	1.425174174	-2	-0.605649044	-0.490399848	1.146204003	-0.969487321	1.011896879	-0.663727138	0.377061401	0.065103243	-1.509585388	-1.521198576	1.367029236	-0.374012455	-0.186112887
non	TCGA.33.4532.01	0.783466265	0.447485661	-0.861112662	1.752977963	-0.575687153	1.116481125	1.821802179	-2	-1.129407932	0.096789172	-0.905615139	0.676647157	-0.807484167	1.221921492	0.141777222	-0.901505728	0.031074672	0.61922849	-0.779833827	0.620567248	-1.208306003	-0.104070496	1.612050909	-2	-1.091397847	0.871754598	0.70385819	-0.524026682
non	TCGA.33.4533.01	0.99172472	-1.52387791	-2	0.726295223	-0.80167049	0.66215129	2	-2	0.149477486	1.260487029	0.47609619	-0.470822392	-0.270788144	0.646403341	0.670417434	-1.941793399	-0.63300251	0.346787046	-1.061573027	2	-0.639221983	0.440105863	-0.517947942	0.121085865	1.506734529	1.05098407	-1.355489133	-0.444434555
non	TCGA.33.4582.01	0.498917233	0.545544133	-0.946517887	2	-0.202406612	0.331661803	1.071370246	-2	-1.242036024	-0.928450015	-0.869482593	0.390681866	1.910527067	1.825255292	0.168031923	-1.018966438	-1.584164386	-0.137576011	-1.117516983	0.300780464	-0.74478789	-0.401043749	2	-0.052007626	-0.898329464	1.318978335	0.853584021	-0.433622834
non	TCGA.33.4583.01	2	1.592934759	-1.493036294	1.263209307	-0.322792172	-0.210604073	1.130709258	-0.209068014	-2	2	-1.778933871	-0.271693931	-0.234327029	1.184788211	-1.700242491	-0.904625929	-0.594238996	-0.023681457	-1.398060477	1.466977468	-0.137788863	-0.667248131	0.178760821	-1.404965599	0.193178768	0.675617564	-0.520176459	-1.803473106
non	TCGA.33.4586.01	0.6366509	-0.738248044	-1.186682463	0.697825712	-0.485120009	0.485120151	0.532383169	-1.492325338	-0.96006877	1.333461436	-0.243839407	1.264419899	2	1.436289487	0.026208065	-0.656122969	-0.280656245	-0.18260693	-1.184145016	0.952238762	-0.006606681	-0.274862269	0.722284569	-1.465761724	0.344966823	-0.314082973	1.415366247	-1.160727208
non	TCGA.33.6738.01	-0.083085303	1.00821048	-1.06046859	1.401004661	-0.249924165	-1.11933419	0.906987915	-1.752389227	0.88711408	-0.607037243	-0.145732258	1.792743027	0.404940745	0.720618245	-1.669791256	-0.358584503	-1.45526327	0.526236024	-1.063686825	-0.24934444	-0.042096797	0.420090727	0.698640743	-1.55332297	1.782612966	0.827818085	0.115157415	0.680423024
non	TCGA.33.AAS8.01	0.191651912	0.932831556	-2	1.441460135	0.477377494	-1.247295942	1.893509961	-1.67528118	-0.994122633	1.700832426	-0.797455972	1.403204301	0.949369696	0.41992217	-1.481462948	-2	0.209069962	1.677805717	-1.679402571	1.285638527	0.835275976	0.811671846	0.094907138	-0.192635681	-0.505369716	0.846522354	1.165363995	-0.779734143
non	TCGA.33.AASB.01	0.368117637	0.024682193	0.441324318	1.440839903	1.131270561	-0.371836664	0.118225189	-1.626269504	-1.394423036	-0.515216497	0.382950279	1.434184469	2	0.191118348	-1.323295311	-0.868341988	1.206663346	0.861786341	-2	0.935517363	-0.652918854	-0.106201097	0.339992182	-2	1.22336879	0.333798261	0.740699354	-1.214453654
non	TCGA.33.AASD.01	-0.50401083	-0.834726269	-0.431548418	1.123322271	-0.156198625	-0.563576926	1.847312887	-0.936779017	-1.485940293	2	-1.31604263	0.419344251	2	1.98608606	-0.916415671	-1.300586316	0.037002316	2	-0.462256423	0.94887076	-0.258173887	0.806997853	0.05597365	-0.661782353	-1.481551007	1.171169924	-0.226515279	-2
non	TCGA.33.AASI.01	1.955636109	1.288632769	-0.411894098	0.63458289	0.780317522	-0.762579731	-1.164833841	0.729248865	0.425839746	-1.627859541	0.360721681	0.680064564	-0.060684084	-0.130419989	-1.01766182	-0.591613562	-0.526851936	-1.096386911	-1.569837922	0.19817047	0.482486604	0.071505311	0.817248596	-0.182360004	-0.487774601	1.238287462	-0.455055572	-1.478731748
non	TCGA.33.AASJ.01	1.504167641	1.039055247	-1.5091494	1.562538239	-0.886397505	-0.653448167	1.950175826	-0.494900325	-0.864728319	1.345322848	-0.360269897	0.97421408	-0.446770794	0.382894886	-2	-1.747104087	-0.377121824	-0.07564934	-2	1.302850447	0.832693049	0.155450929	0.019304721	-0.678541018	-2	2	0.680438486	0.268501887
non	TCGA.33.AASL.01	1.500746693	1.202703675	-0.49950093	0.945174994	-2	0.287580243	0.272773208	-0.086146027	-1.192261405	-0.007595447	0.486697125	1.395487287	0.7323079	-0.163859431	-0.415942463	-0.121988822	-1.276093433	0.879646305	-2	1.647752415	-0.506750861	-1.577647551	1.123199504	-1.258009273	-1.17750005	0.252846782	-2	-1.029023187
non	TCGA.34.2600.01	-0.000826385	-0.100558287	-0.890571976	1.684701747	1.007582084	0.073455803	0.311872779	-1.018915583	0.209473395	-0.737368781	-0.29769553	1.77538913	1.156838428	0.597394234	-1.061644955	-0.865168042	-0.249105586	0.982325692	-2	-0.405753783	0.045068232	1.946708853	-0.444194472	-0.251337743	0.048496308	0.037588624	0.677652882	0.295054086
non	TCGA.34.5232.01	1.383195805	1.527874303	-0.166932457	-0.053272891	-0.461563321	-1.341614311	-0.040465775	1.527218417	-0.650134135	-0.841771557	-0.557191602	0.482585094	-1.627877922	-0.244135784	-1.526613058	0.758683864	-1.746635328	-0.86853325	-0.840184754	0.668821944	1.799637784	1.243488578	-1.022627018	1.175245166	-1.09153642	0.344463971	-0.087750369	-1.141076809
non	TCGA.34.5234.01	-0.357762235	0.879056542	0.955623794	-0.11696276	-0.424802322	-0.31978567	-1.198604377	0.383285904	-0.155977719	-0.692124665	1.356616618	-0.511978851	-0.720546909	-0.097795879	1.199223218	1.49933861	-0.660612376	-1.404212238	1.67511268	-1.686773413	-0.440765473	-1.024100566	2	0.219552462	0.175584353	-1.835075264	-2	-0.661031952
non	TCGA.34.5236.01	-0.472940542	-1.415790596	-1.004580742	0.233069024	-0.150254064	1.670299507	-0.698634335	-0.416285956	-0.944349412	2	1.006928712	-0.890413267	1.162608113	0.061371148	0.311505607	0.806329072	-1.147879242	-0.086753329	0.873388035	-0.715987986	-0.483055744	-1.186853768	0.700997524	0.210873701	-0.745112983	0.188198527	-1.386630244	1.002032771
non	TCGA.34.5239.01	0.753474806	-0.007005887	-0.003682126	-0.497971467	-0.428883616	-0.114747306	-0.466147877	0.977374568	0.407101311	1.466000423	1.572666758	-0.963618602	-0.381704354	-1.460720161	0.135141231	0.471651629	-1.119542361	-1.085686174	-0.319698212	-0.404313305	1.280153817	-1.46677373	0.155930577	0.474300205	-0.322031296	0.815934611	-1.101498411	-0.380618274
non	TCGA.34.5240.01	0.321818152	0.376111699	-0.375685656	1.196782824	-1.652810626	1.249872363	0.864580588	-0.443163634	-1.885755954	1.157521932	-0.26953319	1.270945301	-0.902014798	0.33059969	-0.228764893	-1.198141337	-1.07939149	0.649034457	0.509091323	-0.085789078	-0.24875491	0.2304045	1.29381197	0.376042915	-1.638104933	-0.080726977	-0.326080212	-0.170934315
non	TCGA.34.5241.01	0.084471684	0.230315409	0.352340362	0.503992885	-0.550559602	0.894468365	-0.58960855	-0.318207906	0.053752053	0.065223372	0.545888498	0.003095899	0.655830693	0.300730059	0.78284941	0.482384116	-0.264130682	0.165126143	1.458007964	-1.152068088	-1.695780709	-1.111843502	0.649830784	-0.017044179	-0.30126767	-0.929792743	-1.417714141	-1.707700882
non	TCGA.34.5927.01	0.612510582	0.948583612	-1.603935416	0.981983662	1.62116587	-2	1.477693198	-1.831548816	0.405280257	0.171768812	0.171997931	0.48134542	-0.033600521	1.313501748	-1.192179472	-0.938864322	-0.77750482	0.281020136	-1.22513638	0.601909449	-0.023786268	1.434131574	0.279952465	-0.737996484	-0.601908916	0.619118632	0.102608527	-0.230877397
non	TCGA.34.5928.01	-0.365849861	-1.468281517	-0.712392474	0.13266405	-0.637708966	1.269805292	-0.813195213	-0.503803958	1.592425422	1.560071622	0.402346686	-0.252419599	0.213389275	-0.745755582	0.964823394	0.228924586	-0.71454531	-0.034465188	0.264719297	-0.038831605	-0.697869311	0.481685486	0.091210457	0.066351812	0.495744318	0.719778962	-1.551584073	0.085654463
non	TCGA.34.5929.01	0.420872675	0.297238701	0.29423538	1.08106827	-0.530906748	-1.006731208	0.183021283	0.018314447	1.003659456	1.489897466	-0.069689906	0.555435187	-0.554196471	-0.706759577	-0.210811524	-0.781288953	-0.805681019	-0.514464915	-1.222136772	0.163662257	0.526012827	-0.347526153	-0.302054634	-0.221781055	-1.054858581	0.648045606	-0.560378767	1.176387781
non	TCGA.34.7107.01	0.727485458	-0.614572225	-1.522674443	0.623861698	-1.278268763	1.964169009	0.332609057	-0.593156663	0.608571155	2	-0.557538102	-1.483411677	-0.684888373	-0.369324595	0.156996475	-0.979826419	-0.589600869	0.878614711	-0.340588387	0.725132123	0.129034707	-0.207424032	-1.189833013	0.174082261	-1.556415767	1.362104742	0.842727729	1.071692046
non	TCGA.34.8454.01	0.905390966	0.792150785	0.053487738	0.061760526	-0.179368962	0.108226134	-0.160445976	1.087290477	1.155732199	0.746536665	-1.032835458	-0.65345557	-1.065952822	-0.254282024	-1.646357375	0.946850812	-0.599067775	-0.959878662	0.283276034	0.439347823	1.1113771	0.403325857	-0.804096154	-0.20453346	-1.2536075	0.032974509	-1.520071652	-1.237308539
non	TCGA.34.8456.01	-0.165507834	-0.111166705	-0.729383484	1.330475044	0.810284884	0.23942094	2	-1.006222794	-0.249215002	1.696963123	-0.669201272	-0.430390433	-0.717178444	-0.613621442	-1.729135267	-0.828231791	-0.854408385	1.823526053	-0.873050582	1.422230837	1.086315081	-0.940576079	-0.32313514	-1.168086754	-1.241454784	0.806405728	-0.977329229	1.483497097
non	TCGA.34.A5IX.01	0.431787061	-0.652367304	0.413632804	0.921826626	-0.475253315	-2	-0.495797288	0.162614045	-1.192108447	1.475232618	0.623800763	0.821485535	0.953434721	1.446832085	-1.058477257	-0.233476141	0.547764163	1.080882601	-1.917758359	0.461923913	0.31697281	-0.518462377	0.418679837	-1.565797557	-0.183246703	1.034219092	1.102602152	-2
non	TCGA.37.3783.01	1.807884096	1.756898767	0.327131646	0.346618798	-0.255434472	-1.207162755	-0.834068579	0.619607236	-1.272008516	0.071375267	1.003637705	0.028225582	-0.787980504	0.473469839	1.279167073	0.688475889	-0.024220067	-2	0.618825472	-0.321101464	-1.563119657	0.946777836	1.053530494	-1.231384624	0.158927779	-1.233190312	-2	-1.822807292
non	TCGA.37.3789.01	1.408644957	0.517828288	0.566653154	0.330183132	-0.660248962	-0.123246059	-1.144116108	0.448557543	-1.194068814	0.798000205	-0.240081	0.062173426	-0.870640401	0.761706835	-1.267396723	0.452637365	0.157946864	-0.573548778	0.643214743	-0.453474602	-1.222176355	0.200953298	1.245236743	0.163319483	-0.540714711	-0.046669695	-2	-1.850041726
non	TCGA.37.4129.01	-1.568081835	0.347211791	-1.164350106	2	-1.510055943	-0.149746066	2	-1.378921514	-1.606955959	-0.758610506	-0.971141981	2	0.453386641	0.843329828	0.189918141	-1.742658659	-1.350517044	2	-0.696006141	-0.543039663	0.143926808	1.897576108	0.277943009	-0.179115926	-0.86631131	-0.601685767	2	1.585787556
non	TCGA.37.4130.01	2	2	1.293979177	-1.141080689	-0.331265852	-1.741320757	-1.267115937	-0.357238921	-2	-1.924951943	-0.377400516	-0.468217305	-0.644963097	-1.866482685	1.399583548	0.948753829	-2	-2	1.263276982	0.059832106	0.703169649	-0.655257694	1.190733681	-0.424296288	-0.758497764	-1.221215445	0.614916301	0.666110455
non	TCGA.37.4132.01	1.598227348	1.683879241	1.242664716	0.850028664	-0.476907697	-0.966253169	0.790461323	-1.277046719	-1.097453646	-0.436836738	-1.274493225	-0.570838428	-1.704786737	-0.434814159	-0.389049047	0.154775546	-1.06435532	-1.243952584	0.674687477	0.543830223	-0.031120221	1.939936087	0.893032012	-0.261001301	-0.800272635	-0.386167926	-0.936426022	-1.035514261
non	TCGA.37.4133.01	1.268079609	1.100713067	0.698337215	1.971260002	-0.002848182	0.212505212	0.207389253	-1.392642355	-1.396814522	-0.296008235	-0.206806136	1.087220775	-0.509874843	1.951869766	-0.697519729	-0.858283452	-0.376543978	-1.689735475	0.467734815	-1.603432294	-0.463928292	0.078564957	0.386622113	-0.627148505	-1.104393391	-0.248012945	-0.060969577	-0.2045619
non	TCGA.37.4141.01	1.273378958	0.575590815	0.640102728	1.137575157	0.398152295	-1.07323687	0.957535677	-1.672487237	-1.498589279	-0.908605354	-0.869262352	-0.412549348	-0.841535414	0.173868293	-0.303567866	-0.484258903	-1.500000295	-0.22077923	0.33426191	1.134107308	-1.412070123	0.879949069	0.994894386	1.226565704	-0.395596424	-0.262823545	-0.06003395	-0.848282991
non	TCGA.37.5819.01	1.468585287	2	-0.055800258	0.709443041	-0.361503333	-0.794534686	-0.08498464	-1.365518317	0.185717793	-0.854620009	-1.446850864	0.367797321	2	-0.650944207	-0.625402336	-0.707657041	-1.714187585	0.01052617	-0.91905606	0.426138825	0.181713528	-0.405355009	0.80979142	-0.970779785	-0.316588489	0.209721764	1.181106044	1.253151244
non	TCGA.37.A5EN.01	1.312620976	0.864281545	-0.034304244	1.837528213	0.300419884	-1.267524851	2	-0.866746179	-1.597353804	0.007030348	-0.406877501	-0.407160184	-0.258583939	0.224450202	-0.150743943	-1.094875978	-1.888179924	0.240510845	-1.644330231	0.221969727	0.738875364	0.035795501	0.277534137	-0.246539363	-2	1.57270394	-1.358048508	1.080118009
non	TCGA.39.5011.01	0.420043976	1.257241891	1.745871379	0.050297463	-1.832707329	-2	-0.677070149	0.17692141	-0.297319867	-1.38173212	0.401041234	0.33643693	-1.140644679	0.606303008	1.221551637	1.503235013	-0.128688072	-1.981233249	2	-0.945395082	-1.599411966	-0.820492049	-0.586800242	0.269599654	-0.348285493	0.287233225	-1.288009931	0.006029707
non	TCGA.39.5016.01	0.889538858	1.502439111	0.426713341	0.974958915	-0.795458383	-0.424084822	0.16743111	0.941799459	-1.653345582	0.742129715	-0.90683438	-0.456532335	0.969561458	0.588740977	-1.3393911	-0.369178533	-1.155345342	-0.38612144	-0.437024139	0.900575027	-0.537402275	-1.320245866	-0.999650152	0.855376087	-2	1.33975758	-0.461496504	0.153283347
non	TCGA.39.5019.01	0.470420795	-0.361447381	-1.209994545	0.381047122	-0.286419086	0.753575612	0.995062831	-0.404807847	-0.390178755	0.939197443	-0.163232244	0.104111579	0.75086719	-0.362030484	-0.896958912	-0.100836536	-0.637375044	-0.070787033	-0.163235205	1.187561556	-0.225096013	-0.304918269	0.824673681	-0.728583716	-0.704590661	0.390108977	-1.328538194	0.802571466
non	TCGA.39.5021.01	1.040331835	0.01862761	0.213154068	0.554666987	0.108252096	0.276676922	1.636778393	-0.742708542	-1.423324474	0.392844383	-0.490170053	-0.117993747	-0.058597743	0.326280052	-0.358466017	-0.269624492	-2	-1.288770441	0.211444701	0.993018064	0.715078845	-0.988236599	0.001991006	0.269355509	-1.096965606	-0.34426736	-0.953171283	1.282765207
non	TCGA.39.5022.01	0.136518008	0.820568518	1.460343096	-0.657366701	0.158496012	-1.400477439	-1.357535459	1.808200634	0.733134431	0.214601572	-0.011158154	-1.824305473	-1.571456603	-0.85280847	0.304594667	1.658714155	0.432710994	-0.742241277	0.512475881	-0.545918472	2	-1.740691201	-1.543429796	1.364653744	-1.08267799	-0.789759046	-0.554654601	-0.741728222
non	TCGA.39.5024.01	0.531667222	0.070385525	-0.469525577	1.631847839	0.612824417	-0.361287969	0.522082785	0.495584797	-0.468508732	0.163645191	0.025023553	0.266029855	0.98736989	1.319528858	0.290125731	-0.591653342	-1.228030185	-0.422340503	-1.813710545	0.277766838	-0.095102875	-0.323492712	0.382493508	-0.654146679	-1.551252698	-0.195705761	0.867723195	-1.556344223
non	TCGA.39.5027.01	0.75322475	0.756283068	-1.492726851	2	-1.040012141	-0.452047631	1.302526825	-1.488644559	-1.211042985	1.211787558	-1.452043616	0.718413158	1.319589719	0.992884217	-1.685191099	-1.95458877	0.163827143	0.663297281	-2	2	-0.598546791	0.353902132	0.496726705	-1.828744677	-1.029022507	1.532031595	0.200564403	0.2815579
non	TCGA.39.5029.01	-0.187676591	0.613567028	-0.589246347	0.30092023	0.779472926	0.980353724	0.253893083	-0.583605808	-1.776036763	0.544424741	-0.729382211	1.638201537	1.356517746	0.01586685	-0.289313106	-0.011122058	-0.494536312	0.880995476	-0.197668431	-0.164735907	0.254415667	-1.240262904	0.801054439	-0.071358893	-1.331647691	0.573762303	0.182224386	-0.11982705
non	TCGA.39.5034.01	1.019292337	0.707583461	0.647431872	0.473608779	-0.747847245	0.020108755	0.687102273	-0.586211353	-0.300936326	-0.744812905	-0.393595306	-0.564281519	-0.589991661	0.228986482	-0.347394322	-1.08232019	-0.692729573	0.413302874	-0.166595435	0.880078807	0.901671857	-0.035607798	-1.811913761	-0.653526115	0.150795853	0.010625567	2	0.992338266
non	TCGA.39.5035.01	1.376470386	1.603111782	0.553651038	-0.109470575	-0.748721794	-0.301709795	-0.865180884	0.550707153	-0.214930768	-0.527034221	0.689836951	0.018525397	0.289806117	0.100046955	-0.743245032	0.811054561	-1.762222793	-0.463267407	-1.097280844	-1.425659085	0.339231836	1.977262092	-1.694079378	0.707228499	-1.105117341	-0.141005316	0.035577338	0.333514756
non	TCGA.39.5036.01	0.281281432	1.053700783	-0.617821864	1.955749831	0.366497667	-0.590744799	0.232129886	-1.081773899	-1.456441792	0.178974495	-0.173062567	0.777584128	1.253988563	1.636189095	-1.356763703	-1.186028676	-0.032260716	0.880112513	-0.503060434	-0.530220063	-0.25129086	-0.509264568	1.467954049	-1.078902295	-0.646380767	0.665607688	1.003280693	-1.083416749
non	TCGA.39.5037.01	1.208693966	1.185711398	-2	2	-1.202722912	0.34499316	1.542632909	-1.003793383	-2	0.041224347	-1.190363534	1.306405363	0.909706252	1.672392824	-1.334783112	-2	-0.093390297	0.09432459	-2	1.274570674	0.014347493	0.491011078	1.520587728	-2	-0.272002924	1.615580638	-0.783629365	1.380201609
non	TCGA.39.5040.01	0.807199868	-0.335773255	-0.568626924	-0.041545655	-1.726514215	-0.096115167	1.006665555	-0.384693337	0.493435247	-0.081029371	0.928956119	0.288098301	-0.821627805	0.587666647	0.247491318	-1.103014912	-1.527890188	-0.518601024	-0.93157258	1.725071724	-0.469270647	2	-0.251306473	-0.387713038	-0.668043085	0.867210547	0.11893969	0.901890022
non	TCGA.43.2576.01	-1.555572616	0.518438671	1.136135081	-0.769536148	1.312610235	1.411154331	-1.5639834	-0.594358531	0.767790468	0.060575356	0.883974849	-0.745539649	0.553908414	-0.561259846	0.69410297	1.839616309	-0.965321204	0.755517464	-0.156831479	-1.701695368	0.188369147	-1.182384509	0.609363931	-0.099132552	1.482752203	-0.934425844	-0.182550034	-0.351683541
non	TCGA.43.2578.01	0.613667211	1.039113564	1.08278727	0.676640018	-0.252098039	0.029870732	0.82480458	-1.357314601	-0.966382421	-0.127293767	-1.288072127	-0.632101315	1.49184813	-1.048039108	0.003393016	-0.484544074	0.081512545	-0.025575749	-0.507157978	1.872279618	-0.810333197	-0.032245647	1.440792437	0.039842086	-0.575063365	0.421960666	-1.349330597	-0.955842074
non	TCGA.43.2581.01	-0.371640304	-1.871518346	-0.132107923	-0.550333768	0.016049828	1.028946881	-0.579305581	0.848281332	0.2696775	0.655952748	-0.270456373	0.242648758	-2	-0.734366063	0.839984656	0.80764492	-0.157813538	-2	1.883615726	0.760624461	-1.480743019	1.221423306	-2	0.716431697	2	-0.112926734	-1.347111431	0.552409105
non	TCGA.43.3394.01	0.437761355	-0.815967955	-1.332824455	1.054098313	-0.47056329	0.144632252	1.635573718	-1.401139944	-1.197437517	-0.326233132	0.241703184	0.897419267	1.387646695	1.030629791	-1.125497	-1.26333378	-0.423767137	1.581641938	-0.339802293	1.169440472	-0.465909812	0.028757311	0.455537719	-0.728306814	-0.094455165	0.453334921	-0.503734925	0.320140371
non	TCGA.43.3920.01	0.573397977	-0.047673191	0.026450531	1.016354744	0.026561679	0.133193385	-0.862359277	-0.857438576	-0.864978464	0.261119077	0.45958522	-0.923721708	-0.236757674	-0.776576015	0.495831277	0.428463212	-0.79349108	-0.737135122	1.636805298	0.615088474	-1.637793584	0.119011625	0.860923499	-0.815185987	0.422306827	0.271883727	-2	-0.530465133
non	TCGA.43.5668.01	-0.224918054	0.711247245	0.672935904	-1.328111263	-0.911648327	0.8499518	-0.150807372	0.693633388	0.555501397	-0.752855963	1.083775217	0.131728388	-0.069122119	-0.996812805	0.036429561	0.705175823	-0.260350826	-1.411304242	1.281011817	-1.33723082	0.417767999	-1.104041091	-0.388094154	2	0.097390759	0.520360119	0.500470884	0.378753812
non	TCGA.43.5670.01	1.530651071	-0.454954489	-1.323000979	0.700313788	-1.158826189	-0.715651326	-0.636199704	-1.756253472	0.807758021	0.697137329	0.370229657	2	1.251086096	0.411020393	-0.85748938	-1.476681046	-0.058710505	-0.486856412	-1.200133957	0.575814026	-0.549959173	-0.026834314	1.380227851	-1.624780823	0.896374008	1.046332145	-0.110657045	-1.15841857
non	TCGA.43.6143.01	1.259804296	-0.488434781	-0.565737247	-0.10870243	0.898212962	1.254544705	1.740691879	-0.93074245	0.43472541	0.177649523	-1.90619841	0.622595857	-0.252386638	1.780860284	-1.414128005	-1.809161984	-0.382673744	-0.482059432	-0.611063914	0.007287199	0.195785381	2	-0.29877753	0.228634896	-0.584568471	1.953052004	0.877460799	-0.123418362
non	TCGA.43.6647.01	-0.602011023	-1.600575139	-0.706481113	-0.946389798	-0.622823512	0.289482188	-1.723076084	0.666178586	-0.484123078	2	1.837171562	-0.591888487	-0.658606795	-1.176756772	1.1333456	0.73840864	-1.101215934	0.294815433	0.985781093	0.031154508	0.407292598	0.642435947	-0.587487508	0.006053436	-0.118890362	0.505065094	-0.482422124	0.547164058
non	TCGA.43.6770.01	0.117430224	-0.478165507	-1.427769521	0.699560168	0.351545268	0.404513847	0.502108076	-1.083213827	-0.886355012	1.056324	-1.087292735	-0.910678673	-0.385327612	1.403191687	-0.38687595	-0.145774639	-0.387530849	1.550225493	0.393380709	2	-0.508217374	-0.692965043	0.641295184	-1.10127472	-0.769619465	0.050108684	-1.648683136	0.112334826
non	TCGA.43.6771.01	-0.79880403	-0.483127092	-1.138288248	0.274867083	0.107781116	2	-1.41204242	0.471981604	0.145684017	0.932026845	0.456715754	0.60548636	1.829283955	0.256275855	-0.112768719	0.537720138	-0.475180115	1.657548046	-0.423066993	-0.753382803	-1.277872654	-0.310673617	1.6964158	-0.210290447	-1.751242049	-0.253240941	-0.424294976	-0.848836082
