group	ID	Activated_CD4_T_cell	Activated_CD8_T_cell	Activated_dendritic_cell	CD56bright_natural_killer_cell	Central_memory_CD4_T_cell	Central_memory_CD8_T_cell	Effector_memeory_CD4_T_cell	Effector_memeory_CD8_T_cell	Natural_killer_cell	Natural_killer_T_cell	Type_1_T_helper_cell	Type_17_T_helper_cell	CD56dim_natural_killer_cell	Immature_dendritic_cell	Macrophage	MDSC	Neutrophil	Plasmacytoid_dendritic_cell	Regulatory_T_cell	Type_2_T_helper_cell	Activated_B_cell	Eosinophil	Gamma_delta_T_cell	Immature__B_cell	Mast_cell	Memory_B_cell	Monocyte	T_follicular_helper_cell
cdk	TCGA.18.3407.01	-0.064063589	-1.166904976	-1.326941846	0.825045013	0.837052812	1.371666458	0.538452503	-0.576306048	-0.670198298	1.504783008	0.295618741	-1.102123173	-1.065654352	0.597505662	-0.761527683	0.176349378	0.16287632	0.719514338	-0.479363732	0.487020319	0.293681302	0.261672438	0.082537294	-0.52827349	-0.268746235	-0.481583337	-0.104678309	0.000403931
cdk	TCGA.21.1079.01	-0.521864298	-0.740073214	-1.074080175	0.779641813	1.349090317	0.349330223	-0.153159216	-0.927390305	-0.63759479	1.901036036	0.044490416	0.644221614	-0.152685112	0.172188923	0.691921585	-0.317449126	-1.176887597	0.394405344	0.318290834	-0.299323255	-0.772629228	-0.452797885	0.664681168	-0.114734342	0.157797828	1.082178679	0.277787835	-1.263904446
cdk	TCGA.21.5783.01	0.395343472	-1.194930701	-1.968741751	0.769987227	-0.172440645	-0.38450715	0.745579396	-1.31489544	0.664701459	1.552812558	-0.356285613	0.640910064	0.545381352	0.027496928	0.237823779	-0.998071913	1.028678795	1.967957567	-0.474738039	1.037812875	0.053045024	-0.437640658	0.247607542	-0.896640684	-0.67270688	1.054488282	0.113186881	-1.371427626
cdk	TCGA.21.5786.01	0.380297773	0.227965712	-0.18133413	0.612660252	-1.091096881	1.218812634	-0.478525374	-1.107761252	-1.323906631	1.438845429	0.699011667	0.062091148	0.985448072	0.656334737	-0.489673702	-0.553756666	-1.32936903	1.371681666	-0.793258255	0.383386863	1.396067356	-1.153956158	-0.476744306	-1.224261721	-1.261501332	1.712181842	-0.754708145	0.39060921
cdk	TCGA.22.0940.01	1.68665207	1.000362456	0.792602147	-0.540636312	-1.072134241	-0.286127197	-0.93552696	1.858851064	-1.073027088	-0.383116603	0.803871902	0.165594652	-0.805331609	-0.178120128	0.211246513	0.828101666	-0.638345056	-1.098989866	0.44884084	-0.679619716	-0.329789748	-0.030270376	-0.634053399	-0.104910644	0.738391568	-1.559460303	-1.789711642	-1.156987035
cdk	TCGA.22.1012.01	1.61206485	0.034132867	-1.180790886	0.316810765	0.146389487	1.006544238	-0.022210722	-0.761189766	-1.646529574	1.251393211	-0.584405734	-0.319623676	0.271889443	0.001882269	0.075505402	0.23332848	-1.167307656	0.250760133	-0.627752786	0.668065065	-0.541150677	-0.551291638	-1.348678457	-1.225880245	-0.923795663	1.002150482	0.858781419	1.410244453
cdk	TCGA.22.4593.01	0.386063478	-0.361398869	-1.405117505	1.145747564	0.766609864	0.668981177	0.796524862	-1.497374519	0.716573976	1.704426904	0.618766806	0.133362719	-1.726007694	-0.53651689	-0.205407375	-0.929334808	0.377606547	0.901111813	-0.732662359	0.945210273	-0.003929743	-1.250705943	-0.517333336	-1.701377923	-1.205685432	0.726763172	0.944021385	0.157074085
cdk	TCGA.22.4599.01	1.449680663	0.867492452	0.827343365	-0.082019764	-1.723682668	0.445513188	0.786317472	0.238593999	-1.485359677	-0.095959164	0.897455498	-0.848885859	-0.229485579	-1.090870331	0.712733518	0.677866507	-1.522757963	-1.406114243	0.766872763	-0.448868086	-0.620905205	-1.879706181	0.436197602	0.77537051	-0.584767324	0.370631883	-1.170712237	0.105017971
cdk	TCGA.22.4613.01	1.00340364	0.249598108	0.37754336	0.521353425	0.18579452	0.855496181	0.29503616	-0.561187544	-1.651173077	-0.309484423	-0.52611771	-0.749245073	-0.680535813	-0.183235063	-0.494421416	0.148023388	-2	0.155742666	0.307339495	0.794333733	0.18746652	-0.415828397	-0.385605787	0.717294322	-1.807007004	0.372633597	0.301350871	1.093613231
cdk	TCGA.22.5477.01	0.966422409	0.2314896	-1.355057649	1.024769147	-1.141664665	0.997255154	2	-0.380910667	-0.594470518	-0.022916681	-1.543462908	0.741647347	-0.591949131	-0.296623162	-0.405641391	-2	-0.199542557	0.625602214	-0.589537637	1.280466986	0.896239092	1.138113254	-1.148971848	-0.243075249	-1.643683549	1.039028179	0.960034959	0.97324261
cdk	TCGA.22.5492.01	0.137775875	0.032810523	0.15969105	0.197603712	-1.36603847	0.984666131	0.380419631	0.353279596	-0.078613207	-1.036547648	-1.247104888	-1.108479899	-0.563021389	-0.007798759	1.439564575	1.196918431	-1.006763399	-0.417786625	1.377021367	0.708682889	0.535792689	-0.524391892	0.762076685	0.154322819	-0.282877658	-0.62964564	-2	-0.484864677
cdk	TCGA.22.A5C4.01	0.698160082	0.250770387	-0.667022633	1.34477244	-1.352222038	0.813488586	-0.702584984	-1.125304199	-1.564087461	1.068874923	-2	1.062799538	-0.222668401	-0.557215334	0.065786976	-0.890215106	-0.095967712	0.227090337	0.045165685	0.87102339	0.915907806	1.253116579	1.212642631	0.092541055	-0.97826082	1.608608954	0.36622548	-0.923731812
cdk	TCGA.33.4538.01	1.284586421	0.115863268	-1.207931094	1.207502857	-0.482958212	-0.396436104	1.430025623	-0.187283999	-0.993479452	1.299014208	-1.769575728	0.251495147	-1.085210941	1.592037779	-0.428007651	-0.952242911	0.40534935	1.580864333	-1.233754197	1.166775463	-0.581099127	-0.257589179	-0.411692381	-1.338557725	-2	0.861875377	0.199200664	0.714951737
cdk	TCGA.33.4547.01	0.344431984	-0.817297877	-0.231399584	0.848715727	0.990341429	0.165770412	1.473690683	-0.214110153	0.149620414	0.469374732	-1.117046733	0.866268679	-0.328097584	0.958658417	-0.269009613	-0.241215051	-0.14689097	0.529402128	-0.841638512	-0.285571577	-0.00533734	-0.281900574	0.135303822	-0.961811355	-0.21982248	-0.281520248	-0.883492671	0.130615782
cdk	TCGA.33.4589.01	0.685299644	1.966087717	0.307274147	0.450999613	0.174176478	-0.781812888	-0.810764421	0.371223088	-2	1.215716694	0.383804472	1.404323176	-1.12163938	0.121793439	0.674029488	0.76870108	-1.255609937	-1.585985324	0.813227049	-0.658109103	-0.341983725	-1.577737607	2	-0.224926291	-1.676188322	-0.211365412	-1.063692613	-2
cdk	TCGA.33.A4WN.01	0.821491639	0.282942737	-2	1.414803277	-0.151875881	-0.130319944	0.2079051	-0.888343212	-1.877194995	-0.046521552	-0.549738985	0.332562479	1.659506274	2	-0.67851631	-0.549131415	-0.383404396	1.37356933	-1.42307646	-0.168629726	1.181548867	0.316721344	0.174294697	0.759823293	-1.745622404	0.97229319	0.7415541	-0.1042011
cdk	TCGA.33.A5GW.01	-0.453027181	0.188500032	-1.116426556	1.769605143	-0.433853417	0.363640286	0.96819107	-0.915011623	-1.241604735	0.411211782	-0.780082988	1.175953832	1.091162426	1.293612695	0.156893429	-1.11587847	-0.297754123	1.361174613	-1.137191659	0.21406169	-0.095150787	0.518458809	1.377236931	-1.613740919	-1.53257052	0.559126591	0.54177602	0.265575145
cdk	TCGA.34.2596.01	1.008992429	-0.322080111	-1.20185542	0.185234429	-0.821952069	0.543973799	0.018422219	-0.391023313	-1.59047238	1.331060649	1.365201162	0.044344903	-0.027011432	-0.255491059	-0.463622871	-1.272207857	-0.276385258	0.730020779	-0.124674529	0.375550522	0.992202012	0.814379164	-0.362286847	0.095892036	-1.868492031	0.902556569	1.573397959	0.314928059
cdk	TCGA.34.5231.01	1.510040701	1.333413835	0.036370875	1.110335437	-0.392167144	1.047925923	-0.153244394	-0.246758856	0.389581537	1.345736839	-0.953911806	-0.608765915	-0.224743828	-1.289989809	-1.985912435	-2	-2	-0.499970188	-0.89029932	1.077378563	0.319775723	0.251807977	0.21489628	0.213579551	-2	1.361826463	0.299359978	1.458877833
cdk	TCGA.34.8455.01	-0.367445264	-0.929386469	-0.593325159	1.192373196	-0.142724308	1.606715779	0.702330511	-0.24295378	1.374529454	1.08391624	-1.471088978	1.112580671	0.278861839	1.096435098	-0.940447543	-1.219943817	-1.112522342	1.269252534	-0.351032086	0.386415729	0.091178769	0.239236838	0.171721845	-1.125684916	-1.12683299	0.98433461	-0.635711394	-0.616161555
cdk	TCGA.37.4135.01	1.794289032	0.845625904	0.110428566	1.247791996	-0.540708372	-1.299330181	0.751087898	-1.531440594	-1.931698845	-0.166469773	1.16483788	1.432812506	0.169586122	1.076307086	-0.94818722	0.185095487	-2	-1.186510794	0.003999929	0.557338496	-1.20766552	-0.872529565	0.996159444	-0.755092751	-0.503382979	-2	-0.26590811	-0.809165176
cdk	TCGA.37.A5EL.01	1.062713449	1.190148405	-1.920988286	1.734035794	-0.341665802	-0.414761206	0.369587282	-0.443437614	-0.671191005	0.907480873	0.265479934	2	1.086488597	-0.150532545	-2	-1.608487474	-0.522100778	0.809209314	-2	0.971604086	0.118100089	0.384198649	0.563035625	-1.359256337	0.418231902	2	-2	-2
cdk	TCGA.39.5028.01	-0.389405473	-0.465736641	0.015475444	0.184453134	0.669489129	2	0.119467917	0.132234622	-0.957035587	1.148569694	0.781885475	0.259271121	0.265755428	0.601408695	-0.34434016	0.334238752	0.399777309	0.218629854	0.21111701	-1.278996166	0.194426796	0.887748786	0.392749623	-0.077585335	-1.692889232	-0.037016211	-1.540955397	-2
cdk	TCGA.39.5039.01	-0.979776829	-0.809148634	-0.315613576	0.548663039	0.346369921	1.550802334	-0.464818783	0.399299697	-0.314221561	0.440729705	0.78163794	0.276367318	1.803856887	1.139321185	-0.305214858	-0.488960009	-0.226359248	0.885800575	-0.601585551	-0.084819814	-0.317464933	0.015818793	-0.053752214	-1.338792982	1.110836923	-0.782874622	-1.044466627	0.245826847
cdk	TCGA.43.A475.01	1.706035316	1.758233781	0.691677521	-0.569153424	-1.935847303	-0.158180092	0.118294296	1.524924994	-0.365970453	-0.739504574	-1.25106915	-0.993540146	-0.781135505	-0.724726378	1.204280263	1.061310845	-1.179123423	-0.837277795	0.946328886	-0.570685103	0.35503455	-0.252800365	-1.000461332	1.077582406	-1.799076537	0.826695197	-1.534086934	-0.230012811
cdk	TCGA.46.6025.01	0.319391295	0.034275663	-0.808513497	0.211519469	-1.110499528	0.646916767	-1.335040554	-0.157519516	-0.429246289	2	-0.780184723	0.738638926	1.812735859	-0.754538002	0.343046359	-0.564542936	-0.798015392	1.270844627	0.336338752	1.060979827	-0.235279588	0.308398406	-0.145228412	-1.070497178	-0.513999859	1.472128382	-0.192915317	-1.911906682
cdk	TCGA.51.4080.01	1.087384095	-0.062029382	-0.727323302	1.900916877	-1.807148192	1.613237417	1.790442667	-0.783148113	-1.424736587	0.200168427	-1.21938562	0.468254082	0.06708575	0.893061846	-1.368713874	-1.416243043	-1.518857673	0.975587427	-0.661158333	1.988236774	-0.072900558	0.498937149	-0.268437832	-0.503921431	-1.517537968	1.292042232	-0.599319046	-1.271383425
cdk	TCGA.56.7221.01	0.291685525	-0.147373009	-1.711321326	1.536039829	0.650722205	1.532774493	0.967635179	-1.200012904	-0.296375532	-0.427386142	-1.135797986	-0.24531762	1.651509364	0.893959231	-0.986592064	-1.157528185	-0.933277827	0.832869319	-1.936802198	1.42351769	-0.236385848	-0.562982393	1.935109448	-0.3019411	-0.943542126	0.991037934	-0.485825871	1.012403671
cdk	TCGA.56.7582.01	0.741933599	-0.766877706	-1.024829731	0.128718163	-1.072634595	2	0.603966085	0.342204448	-0.214950801	1.167827343	-2	-0.462135413	0.073659951	0.713827691	-0.187858839	-0.095110656	0.214428385	1.406312613	0.089477613	0.696366803	0.184788754	-0.630353875	0.062751621	-0.488981944	-1.168862696	1.57974599	-0.58059961	-0.342653322
cdk	TCGA.56.7731.01	-0.949719045	-0.607116631	0.559461857	0.133502887	0.395374768	1.016998298	-0.941217541	0.124598447	0.193014816	-0.20969747	0.130060054	-0.282190585	-0.000555408	-0.231223618	1.173482976	0.548355153	0.055754877	-0.096142695	0.487183392	-0.312175691	0.070892188	1.10862	-0.290643598	-0.6611764	0.462289996	-0.500165915	-0.164554248	-0.386168857
cdk	TCGA.58.A46N.01	0.738550351	0.480071546	-2	1.673875882	-1.312963355	0.061535429	1.341706672	-1.819467839	-1.075834169	0.278204416	-0.967615284	1.818567883	0.587316408	1.312340076	-1.848127089	-1.080505687	-0.75847145	1.26231487	-1.842743112	2	1.300447144	-0.165337055	0.14022908	-1.247114629	-0.834684542	2	-0.529750644	-0.355268365
cdk	TCGA.60.2698.01	0.04964695	-0.733382656	0.307906139	-0.216411394	-0.312967098	1.95488418	-1.19224533	0.346656787	-0.357127622	0.772749538	-0.8937172	-1.354153459	1.239225219	0.576529894	0.514697923	0.509739565	-0.641599455	-0.80494097	1.227001042	-0.177735423	-1.213071006	-0.312344355	1.686184456	-0.361956445	-0.216966999	-0.566870758	-0.445187663	-0.133431598
cdk	TCGA.60.2725.01	0.343704665	-1.244452239	0.815945425	-0.954356453	-1.070956931	0.822008161	-1.409143417	0.781359296	0.310780392	0.623515229	0.39962094	-0.834503119	-1.313414823	-1.10702979	1.537009708	0.813149415	-0.294270932	-0.748313164	0.810257547	0.171695251	0.014826563	1.099428314	0.762481939	0.117053365	0.605402936	-1.449416824	-1.73427784	0.426016738
cdk	TCGA.63.A5M9.01	1.799340988	0.418320483	-0.589846268	1.576294605	0.158824436	0.017802884	1.24004288	-0.002921485	-0.706043403	0.624292738	-1.088155883	-0.986305669	-0.318697614	-0.412911568	-0.981156388	-1.461960949	-1.437962641	0.264373528	-0.268418723	0.838955003	-0.165244283	0.223126534	0.114541672	-1.354556691	-0.407137664	0.890639636	-1.32692855	-0.33387308
cdk	TCGA.63.A5MS.01	0.075315588	-0.745334428	0.068475635	-1.021705476	-0.150632925	0.379662451	-0.915772491	1.050629807	-0.476367595	0.695179167	0.43737412	-1.006755437	0.424826107	-1.303597536	0.340107419	0.240870037	0.278196812	0.75925775	0.77609018	-0.137176844	0.671725034	1.060301864	-0.389679938	0.666036487	0.385417458	0.234282279	-1.567272238	0.185550119
cdk	TCGA.66.2786.01	0.417292105	-1.014072573	0.282006595	-0.153001506	1.062401465	-0.173287637	0.313275292	0.202891425	-0.923378047	-0.054814043	0.027953549	-0.557594039	-0.369218609	0.239131902	-0.816429898	0.235176468	-1.102656727	0.567107903	0.636453682	0.496688341	-0.30041556	0.497474642	-0.19704731	1.055836044	0.575707384	-0.567039439	-0.456379166	-1.076904313
cdk	TCGA.66.2787.01	1.572403633	0.914463206	0.200039584	-0.353464696	-1.188829117	0.56964326	1.331248686	-0.009185031	-0.747892039	0.201654693	-0.879972936	-0.585387316	-1.311925645	-1.07007312	-0.329578813	-0.336711377	-1.118109173	1.593125994	0.729718299	0.04149903	1.190233251	-0.620785239	-1.462661887	0.120474172	-1.68171761	1.176813707	-0.269296992	1.227387774
cdk	TCGA.66.2792.01	0.965639929	-0.391675123	-1.656014166	1.260545903	-1.110602819	0.600070355	1.392172784	-0.958440061	-0.742218271	0.645262446	-0.671402559	-0.761326882	-0.306899743	0.17785097	-0.195553214	-1.266130939	-1.232988357	0.886255707	-0.379422779	2	-0.30564473	-0.494643816	0.209282882	-0.35266121	-1.448509357	1.679929743	-1.138170569	1.523912503
cdk	TCGA.68.A59J.01	0.85130548	0.735220087	0.483760819	0.093853521	-0.869927845	-0.80868589	0.137976316	0.672036137	-0.44942951	0.374575413	-1.483752653	0.244566692	0.055562637	-0.192803632	-1.039678327	0.696587704	-0.919653975	0.201907345	-0.480835407	-0.389642087	-0.433354092	0.460997129	1.048378424	-0.319838382	-0.172838842	0.458696919	-1.941930401	1.073914889
cdk	TCGA.77.6843.01	-0.371678562	-0.092074019	-0.414972039	1.945161811	-0.142166292	1.529101872	1.603728285	-1.63113901	-1.964475715	0.211849345	-1.621327648	-0.346854898	0.253391813	1.416124044	-1.995530375	-2	-0.135486905	1.898623103	0.193713956	1.448600446	0.792095693	0.205484035	-0.5681165	-1.630632818	-1.708833279	1.742612144	0.723519432	1.967298177
cdk	TCGA.77.7338.01	-0.219853117	-1.220140451	-1.012006448	-0.13355407	-0.952415143	2	-0.0334614	-0.155627991	-0.972139028	1.596116387	-0.406126646	1.045838659	-0.296458245	0.764110475	0.007527663	0.169635367	0.42171289	0.06084293	0.558215506	0.31654375	-0.62219258	-0.68397779	1.177098697	-0.316808285	-0.618017921	0.753735998	-0.757080597	0.159535811
cdk	TCGA.77.7465.01	1.857845679	1.158644621	0.118010047	0.669200397	-0.273518076	-1.836961652	-0.069287186	0.087048303	-0.700664371	0.92084956	-0.198337974	-0.758058332	-2	-1.857596205	0.797766176	0.325689011	-1.972284147	-1.729812142	-0.22144535	1.699827568	0.361777899	-0.576744904	0.518880401	0.106977725	-0.833549786	0.388032091	-0.862300893	-1.274614551
cdk	TCGA.77.8009.01	0.963155171	-0.806549673	-1.095015312	0.623704568	-0.404766844	1.449694132	1.411043478	-0.592528831	0.203026821	0.933056462	0.072649515	0.643843136	0.343265594	-1.08172358	-0.256154998	-1.332522626	-0.96908519	0.799882668	0.605777592	1.663613752	-0.716221719	-0.940398663	0.149993067	-0.83606079	-1.837314564	0.197722176	-0.988578948	-0.684089936
cdk	TCGA.77.8133.01	0.908722723	0.704243367	-1.060650184	0.059432795	-1.109682944	-0.42347788	0.189964374	0.079811788	-0.70796065	0.029398829	-0.377283256	-0.220262693	0.029456066	-1.455041976	-0.39048204	-0.247213069	-1.64472927	0.870717495	-0.449840427	-0.225680738	2	0.487248793	0.252228001	2	-1.351466505	0.311525695	-0.30049941	0.583305593
cdk	TCGA.77.8140.01	-0.169234397	-0.203274145	-0.420914828	1.224936641	-0.481944098	-0.186021162	-0.049483942	-0.431223783	-0.020973633	-1.171444584	-0.360873153	1.66786934	1.49219314	1.397507978	-1.679755668	-1.818633139	-0.332859432	1.474658453	-1.869264847	0.577330961	0.735243065	1.413553977	0.218105325	-1.238807175	1.195771302	1.83440103	0.58798222	0.057074835
cdk	TCGA.77.8144.01	1.33453143	0.313930713	-1.406854793	1.609532961	0.296451519	-0.051362944	1.161786525	-0.118542947	-2	0.187202056	-0.353693185	-0.47209291	0.333179672	1.37160448	-1.176081857	-0.126725107	-0.141723832	-0.002680322	-0.567433718	0.842414846	-0.746444183	0.004713855	2	-2	-0.682103896	0.694082638	-1.378025628	-2
cdk	TCGA.77.A5G3.01	0.834367342	0.414927285	-1.142619917	1.180724581	-0.254996274	0.984990327	1.352142647	-0.36962041	0.213498201	0.429438262	-1.137264299	0.7411895	0.3104052	-1.052301584	-0.510728537	-0.991275157	-1.727226187	1.03613647	-0.679396782	0.555815612	0.198149027	-0.743994303	-0.139779172	-0.621563533	-1.516758714	1.785002467	-0.595144654	0.506552972
cdk	TCGA.77.A5GF.01	0.889099688	1.005350548	-0.814229948	1.249233788	-0.030445968	0.223379549	0.273709694	-1.418768666	-0.65707613	1.516178977	-0.305713783	-0.446273595	0.683490546	0.764183555	-0.827734172	-1.220932356	-0.614911096	0.765274555	-0.511734432	0.403018691	0.388095115	-1.052169067	0.445880059	-0.436315518	-1.858685753	0.374781908	0.245878341	0.325588679
cdk	TCGA.79.5596.01	-0.008379955	-0.260003023	-2	0.761615693	0.393533524	1.822513112	1.252346765	-1.088553695	-1.425240817	2	-1.077071799	-0.244566393	1.358922089	0.56045079	-1.444396807	-1.128989044	-0.962545945	2	-1.661371614	1.497093186	0.475208915	0.311658863	0.633914148	-1.055351968	-0.811655379	1.405509272	-1.054655422	0.835207728
cdk	TCGA.85.7697.01	0.205503589	0.223863558	-1.178557158	0.889261735	0.594188949	-0.027716362	0.765095789	-0.092422333	0.166529878	0.023521846	-0.060576993	0.428027349	0.352737419	0.84296453	-1.221145681	-0.381513071	0.067510423	0.686906181	-1.187824687	-0.206985051	0.763974662	0.17512364	0.353144176	0.0895643	-1.252312926	0.687689101	0.204603897	-0.678089361
cdk	TCGA.85.7699.01	1.597221617	0.634895212	0.117640134	-0.614959453	-1.943365997	-0.616073728	-0.192072575	0.516453796	0.119103395	0.460974739	1.137886773	-1.474643896	-0.440169557	-1.817647436	0.313253467	0.547764013	-1.994508416	-1.721824053	0.482189988	1.361590509	0.296421603	-1.520487614	0.47828588	0.533634967	-0.650752853	0.067414833	-0.63453307	0.358725052
cdk	TCGA.85.8048.01	0.587318783	0.299483025	0.72026469	-0.443989362	-1.585058088	-0.602550898	-1.711396686	0.896514802	-0.124405706	0.227972844	0.87429425	-1.03748718	0.519737141	-1.67529112	0.509300983	1.626287079	-0.744678487	-1.218415146	-0.047741199	-0.7898417	0.274616288	1.267597859	0.244078278	0.185776139	0.836497072	-0.568210106	-0.705312273	0.321242793
cdk	TCGA.85.8071.01	0.665441354	1.453284207	-2	2	-0.578867827	0.894210847	0.409316748	-0.654903907	-0.019001163	0.896330687	-0.655714138	-0.484407273	-0.037595283	1.089451897	-0.197420498	-2	0.045359772	1.414165909	-1.849472247	0.773096716	-0.116592988	0.647959422	1.051143671	-1.655189056	-1.022501739	-0.034721286	0.417671175	0.103856136
cdk	TCGA.85.8277.01	1.405225	1.280201219	-0.656337513	1.06198017	-0.511295659	-0.255222797	1.425405627	-0.846663294	-0.797465758	1.341094295	-0.269406793	0.656266812	0.617917998	0.477492981	-1.342685513	-0.685742989	-1.362474746	0.592839132	-1.109525121	0.813299916	-0.184128337	0.002213994	-0.382987084	-1.780766541	-1.632235761	1.217275977	-0.12066688	-1.337677334
cdk	TCGA.85.8350.01	-0.924827966	-0.93945234	-0.144615589	0.083567668	1.021075382	0.008118738	-0.877730864	-0.659689777	0.937809408	0.566984817	-0.270678889	-0.0509568	1.479012728	-0.061337402	0.821876507	-0.43994571	-0.715941219	0.801595995	-0.239758419	0.070790554	0.037310361	1.683537451	0.68614383	-0.53398329	-0.270977597	0.405266411	-0.277910536	0.948175198
cdk	TCGA.85.8355.01	0.973277001	1.053251988	-0.386751494	-1.234848977	-1.195408673	0.002685474	-0.559599307	1.016916566	-1.266050291	0.317921796	0.339100293	-1.911366526	-0.277919422	-2	-0.141941935	1.451683397	-1.040671619	-0.819929407	1.109131754	-0.202107724	1.958492202	0.398268393	-0.76785188	2	-0.74032436	0.393013836	-1.139885633	0.337231881
cdk	TCGA.85.8664.01	1.178017774	0.18946472	-0.974414887	1.501994746	-0.218497859	-1.131290147	0.120223517	-2	-0.136226384	2	-0.499261504	2	1.970390089	-0.582167916	-0.438053217	-1.151878703	-0.344951923	0.519610557	-1.580358429	1.297150214	-0.79584455	-0.121228627	-0.183581796	-2	-0.39241886	1.324241635	-0.31072739	-1.472725543
cdk	TCGA.85.8666.01	1.062173397	-1.125896092	-1.792963799	-0.323288276	0.246332108	1.408866321	0.031170208	-1.083678444	-1.719838094	1.735497807	-0.217818224	-0.409396263	0.226496799	0.967206164	-0.007405428	0.888344703	-0.788119456	0.441818904	0.614805985	0.655528818	-1.078412727	-0.104385579	-0.106270638	-0.85017692	0.4875012	0.507949286	-0.234697522	-1.284149857
cdk	TCGA.85.A4QR.01	1.04806909	0.859063273	-1.385679684	1.968080105	-1.711637905	1.683642617	1.125823001	-2	-0.962768728	-0.657655932	-0.990134012	1.978557154	0.314352285	0.95374588	-0.34924278	-1.477067365	-0.6516779	1.191066898	-1.968288303	0.911381119	0.180742135	1.87351849	0.291476832	-1.360345107	-1.199405442	1.182064721	-0.662743085	0.52194784
cdk	TCGA.85.A50M.01	-0.055411941	-1.606606741	-0.819793355	-0.080876888	0.844254956	0.923979255	-1.208773698	0.090453181	1.358015217	0.765707675	2	-0.950146619	-0.755224723	0.164330895	-1.477566003	-0.7769481	0.534872039	-1.155564995	-0.335656369	0.856937692	-0.226778966	0.671361931	0.378368133	-1.173605398	1.48631733	-0.083506399	0.513621976	-0.228807301
cdk	TCGA.85.A5B5.01	0.183152588	0.511173513	-1.184836415	1.108699975	0.462400264	-0.562563322	0.943060646	-1.124857832	0.220352923	1.71818418	-1.582593196	1.057836022	0.196768967	-0.003245169	-0.572403086	-1.996608706	-0.260282844	2	-2	0.342450011	0.761378581	0.176422218	1.2291571	-0.983293292	-1.626368859	1.248050106	-0.198748862	1.361577749
cdk	TCGA.90.7769.01	0.755928371	0.468906952	-2	1.511098513	-1.58312492	0.636044425	0.93597789	-0.775149486	-1.864693086	0.874693812	-0.88006432	1.772250444	0.432776471	1.064593146	-1.040162946	-0.730219924	-0.202402495	1.083678464	-1.404521039	1.778752794	-0.202381714	0.593490764	0.326281579	-1.995102702	-1.081660229	0.877448208	-0.275200519	0.188784436
cdk	TCGA.90.A4EE.01	1.637015156	1.954780995	1.116040205	-1.358218263	-2	-0.71271508	-1.365413481	1.037351005	-0.711474908	0.551542476	0.996591805	-1.136855914	-0.648790837	-2	1.030573727	1.559520968	-1.398037511	-1.274747057	0.896729436	-1.696536338	1.25565957	0.237264707	-0.389610726	1.395710532	-0.512551961	-0.406336433	-1.628145676	-0.014460414
cdk	TCGA.94.A5I4.01	0.821938605	0.363699121	-1.943243062	1.291822829	-0.650746375	0.463618437	1.615723892	-1.491596768	-0.003765805	1.029348197	-0.689707814	1.475898247	0.48544668	0.715714635	-1.406386325	-0.409936233	-0.545396482	0.712533374	-1.53128783	1.490349125	-0.406903524	-0.129419509	-1.047689321	-1.276950811	-1.546467947	1.38518152	-1.254226256	0.630719719
cdk	TCGA.94.A5I6.01	0.536659125	-0.602453526	-1.14900507	0.87587011	-0.484557698	1.060564854	1.382292641	-1.551960434	-1.629361341	1.425483566	-0.481232522	0.631739558	-0.281662403	1.443423582	0.543524423	-0.313254638	-0.700824967	1.926837553	-0.221993234	-0.341355915	-0.335040015	0.044586111	0.532044621	-1.650715204	-1.571918963	0.972609891	-0.412039442	-0.233329071
cdk	TCGA.96.7545.01	-0.001447782	-0.391865309	-0.343994612	0.168285514	-1.118070691	1.284457054	0.381842083	0.271620677	-0.652129681	0.023638077	0.112260273	-1.268429879	-0.409176987	-0.066298846	-0.121920688	-0.705736683	0.419073981	0.148307318	0.646653324	0.437923901	0.200185441	0.410078752	0.65970653	0.387254262	0.025235644	0.589900413	0.245942926	0.65585793
cdk	TCGA.98.A539.01	-0.171287913	-1.312544415	-1.015860144	-0.456646129	0.350093308	1.209178354	-0.090989485	0.002718746	-1.188717491	1.36551221	-0.471817074	-0.390273261	1.632355137	0.641995835	-0.278194696	-0.348168742	0.349759186	1.568826115	0.773829078	-0.144463891	-0.114833488	0.799592452	-0.510976649	-0.628622354	0.112901096	1.524209683	-0.3207936	-0.121163405
cdk	TCGA.98.A53I.01	0.578364731	0.747047641	-0.281636651	0.033001773	-0.469648822	0.120942393	-0.627327378	0.391461633	-0.048292817	0.722242898	0.596105423	-0.732631391	0.327274033	0.005626637	-0.103892313	0.233971183	-1.249661625	0.401824866	-0.338708192	-0.874641187	2	-0.861544144	-1.217369599	1.64579419	-2	0.42480509	-0.357994408	-0.099247161
cdk	TCGA.MF.A522.01	1.027137202	0.395287374	-0.13323308	1.656357661	0.344160276	1.489429841	0.711673645	-1.69791361	-1.996246857	1.197586539	-0.527399356	0.541585834	1.186432874	0.924962703	-1.14779097	-0.403313946	0.401035187	-0.608838741	-1.092765222	0.293415465	-0.808180923	-0.48005793	0.574126315	-0.924855609	-0.73968718	1.12381527	-0.513888691	-2
cdk	TCGA.NC.A5HG.01	1.123781075	0.924228932	-1.285408842	1.127891445	1.508009229	-0.265123544	0.873955007	-0.702124614	-1.705485231	0.787985008	-1.704664641	2	-0.193209268	1.01638531	0.225479545	-0.818417574	1.291624286	0.105982826	-1.776014802	-0.186073538	-0.504224808	-0.171395323	1.396202203	-1.342143694	0.062245451	-0.385385928	-0.462530307	-2
